case_id,failure_mode,why_not_vehicle_shell,what_evidence_would_be_needed,manual_review_needed,not_allowed_conclusion
GTREF_GM_RM011_s0_2,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s256_76,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s256_77,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s260_78,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s260_79,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s260_80,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s281_81,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s281_82,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s281_83,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s315_84,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s315_85,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s335_86,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s335_87,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s442_88,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s444_89,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s469_90,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s506_91,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s506_92,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s510_93,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s510_94,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s302_96,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s310_97,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s381_263,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s382_266,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s385_275,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s386_278,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s387_281,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s388_284,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s389_287,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s390_290,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s391_293,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s392_296,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s393_299,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s394_302,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s429_304,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s438_306,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s446_308,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s0_310,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s4_312,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s8_313,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s31_318,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s88_321,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s202_322,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s306_329,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s350_332,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s354_333,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s250_frameadd_gm_rm011_000120_000250_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s250_frameadd_gm_rm011_000120_000250_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s250_frameadd_gm_rm011_000120_000250_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s253_frameadd_gm_rm011_000121_000253_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s253_frameadd_gm_rm011_000121_000253_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s253_frameadd_gm_rm011_000121_000253_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s254_frameadd_gm_rm011_000122_000254_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s254_frameadd_gm_rm011_000122_000254_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s254_frameadd_gm_rm011_000122_000254_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s255_frameadd_gm_rm011_000122_000255_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s255_frameadd_gm_rm011_000122_000255_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s255_frameadd_gm_rm011_000122_000255_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s257_frameadd_gm_rm011_000123_000257_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s257_frameadd_gm_rm011_000123_000257_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s257_frameadd_gm_rm011_000123_000257_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s258_frameadd_gm_rm011_000124_000258_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s258_frameadd_gm_rm011_000124_000258_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s258_frameadd_gm_rm011_000124_000258_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s259_frameadd_gm_rm011_000124_000259_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s259_frameadd_gm_rm011_000124_000259_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s259_frameadd_gm_rm011_000124_000259_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s261_frameadd_gm_rm011_000125_000261_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s261_frameadd_gm_rm011_000125_000261_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s261_frameadd_gm_rm011_000125_000261_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s262_frameadd_gm_rm011_000126_000262_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s262_frameadd_gm_rm011_000126_000262_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s262_frameadd_gm_rm011_000126_000262_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s263_frameadd_gm_rm011_000126_000263_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s263_frameadd_gm_rm011_000126_000263_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s263_frameadd_gm_rm011_000126_000263_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s264_frameadd_gm_rm011_000127_000264_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s264_frameadd_gm_rm011_000127_000264_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s264_frameadd_gm_rm011_000127_000264_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s265_frameadd_gm_rm011_000127_000265_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s265_frameadd_gm_rm011_000127_000265_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s265_frameadd_gm_rm011_000127_000265_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s266_frameadd_gm_rm011_000128_000266_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s266_frameadd_gm_rm011_000128_000266_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s266_frameadd_gm_rm011_000128_000266_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s267_frameadd_gm_rm011_000128_000267_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s267_frameadd_gm_rm011_000128_000267_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s267_frameadd_gm_rm011_000128_000267_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s268_frameadd_gm_rm011_000129_000268_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s268_frameadd_gm_rm011_000129_000268_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s268_frameadd_gm_rm011_000129_000268_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s269_frameadd_gm_rm011_000129_000269_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s269_frameadd_gm_rm011_000129_000269_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s269_frameadd_gm_rm011_000129_000269_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s269_saronly_gm_rm011_000269_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s270_frameadd_gm_rm011_000130_000270_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s270_frameadd_gm_rm011_000130_000270_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s270_frameadd_gm_rm011_000130_000270_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s270_frameadd_gm_rm011_000130_000270_04,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s271_frameadd_gm_rm011_000130_000271_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s271_frameadd_gm_rm011_000130_000271_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s271_frameadd_gm_rm011_000130_000271_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s271_frameadd_gm_rm011_000130_000271_04,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s272_frameadd_gm_rm011_000131_000272_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s272_frameadd_gm_rm011_000131_000272_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s272_frameadd_gm_rm011_000131_000272_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s272_frameadd_gm_rm011_000131_000272_04,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
