gt_id,scene,sar_frame,gt_box_or_polygon_available,sar_valid_mask_available,valid_mask_source,image_available,full_inside_sar_valid_mask,mask_overlap_ratio,near_mask_boundary,gt_area_px,pool_type,valid_for_sar_morphology_reference,valid_for_optical_sar_correspondence,recommended_use,not_allowed_use,reason,sar_pseudocolor_path
295,GM_RM017,392,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13459.59,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000392.png
296,GM_RM017,392,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,15304.842,sar_only,true,false,SAR-only morphology reference,optical-SAR correspondence,no optical object stream counterpart,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000392.png
297,GM_RM017,393,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13211.138,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000393.png
298,GM_RM017,393,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12117.332,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000393.png
299,GM_RM017,393,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10375.319,sar_only,true,false,SAR-only morphology reference,optical-SAR correspondence,no optical object stream counterpart,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000393.png
300,GM_RM017,394,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11743.298,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000394.png
301,GM_RM017,394,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13018.313,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000394.png
302,GM_RM017,394,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10694.347,sar_only,true,false,SAR-only morphology reference,optical-SAR correspondence,no optical object stream counterpart,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000394.png
303,GM_RM017,429,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,17041.86,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000429.png
304,GM_RM017,429,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13514.101,sar_only,true,false,SAR-only morphology reference,optical-SAR correspondence,no optical object stream counterpart,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000429.png
305,GM_RM017,438,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14276.255,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000438.png
306,GM_RM017,438,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,15785.83,sar_only,true,false,SAR-only morphology reference,optical-SAR correspondence,no optical object stream counterpart,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000438.png
307,GM_RM017,442,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12952.528,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000442.png
308,GM_RM017,446,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13921.036,dropout_special,true,false,temporal continuation/existence support special pool,clean paired morphology,dropout/no-match rows are not clean morphology,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000446.png
309,GM_RM019,0,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,9404.938,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000000.png
310,GM_RM019,0,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10238.519,sar_only,true,false,SAR-only morphology reference,optical-SAR correspondence,no optical object stream counterpart,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000000.png
311,GM_RM019,4,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,9714.174,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000004.png
312,GM_RM019,4,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10066.488,sar_only,true,false,SAR-only morphology reference,optical-SAR correspondence,no optical object stream counterpart,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000004.png
313,GM_RM019,8,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,9758.834,dropout_special,true,false,temporal continuation/existence support special pool,clean paired morphology,dropout/no-match rows are not clean morphology,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000008.png
314,GM_RM019,8,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10333.401,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000008.png
315,GM_RM019,27,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13569.698,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000027.png
316,GM_RM019,27,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13142.172,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000027.png
317,GM_RM019,31,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11253.642,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000031.png
318,GM_RM019,31,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10894.63,sar_only,true,false,SAR-only morphology reference,optical-SAR correspondence,no optical object stream counterpart,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000031.png
319,GM_RM019,77,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12545.405,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000077.png
320,GM_RM019,81,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11207.329,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000081.png
321,GM_RM019,88,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11505.013,dropout_special,true,false,temporal continuation/existence support special pool,clean paired morphology,dropout/no-match rows are not clean morphology,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000088.png
322,GM_RM019,202,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10513.563,dropout_special,true,false,temporal continuation/existence support special pool,clean paired morphology,dropout/no-match rows are not clean morphology,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000202.png
323,GM_RM019,212,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13003.846,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000212.png
324,GM_RM019,238,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,9942.844,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000238.png
325,GM_RM019,269,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10334.017,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000269.png
326,GM_RM019,273,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10245.151,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000273.png
327,GM_RM019,288,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10618.56,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000288.png
328,GM_RM019,290,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11156.781,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000290.png
329,GM_RM019,306,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,9281.233,dropout_special,true,false,temporal continuation/existence support special pool,clean paired morphology,dropout/no-match rows are not clean morphology,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000306.png
330,GM_RM019,315,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10774.863,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000315.png
331,GM_RM019,317,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10767.857,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000317.png
332,GM_RM019,350,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10096.746,dropout_special,true,false,temporal continuation/existence support special pool,clean paired morphology,dropout/no-match rows are not clean morphology,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000350.png
333,GM_RM019,354,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11139.846,dropout_special,true,false,temporal continuation/existence support special pool,clean paired morphology,dropout/no-match rows are not clean morphology,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000354.png
frameadd_gm_rm011_000120_000250_01,GM_RM011,250,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,16575.078,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000250.png
frameadd_gm_rm011_000120_000250_02,GM_RM011,250,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,15627.384,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000250.png
frameadd_gm_rm011_000120_000250_03,GM_RM011,250,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,16646.537,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000250.png
frameadd_gm_rm011_000120_000251_01,GM_RM011,251,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,16382.357,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000251.png
frameadd_gm_rm011_000120_000251_02,GM_RM011,251,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,17399.333,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000251.png
frameadd_gm_rm011_000120_000251_03,GM_RM011,251,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,16235.618,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000251.png
frameadd_gm_rm011_000121_000252_01,GM_RM011,252,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,17456.434,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000252.png
frameadd_gm_rm011_000121_000252_02,GM_RM011,252,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,16117.798,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000252.png
frameadd_gm_rm011_000121_000252_03,GM_RM011,252,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,17062.554,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000252.png
frameadd_gm_rm011_000121_000253_01,GM_RM011,253,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,15703.73,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000253.png
frameadd_gm_rm011_000121_000253_02,GM_RM011,253,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14077.339,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000253.png
frameadd_gm_rm011_000121_000253_03,GM_RM011,253,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14981.805,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000253.png
frameadd_gm_rm011_000122_000254_01,GM_RM011,254,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,15321.489,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000254.png
frameadd_gm_rm011_000122_000254_02,GM_RM011,254,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,15117.808,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000254.png
frameadd_gm_rm011_000122_000254_03,GM_RM011,254,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14973.225,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000254.png
frameadd_gm_rm011_000122_000255_01,GM_RM011,255,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12255.477,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000255.png
frameadd_gm_rm011_000122_000255_02,GM_RM011,255,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12077.184,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000255.png
frameadd_gm_rm011_000122_000255_03,GM_RM011,255,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11924.281,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000255.png
frameadd_gm_rm011_000123_000257_01,GM_RM011,257,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13198.183,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000257.png
frameadd_gm_rm011_000123_000257_02,GM_RM011,257,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12586.754,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000257.png
frameadd_gm_rm011_000123_000257_03,GM_RM011,257,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13058.113,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000257.png
frameadd_gm_rm011_000124_000258_01,GM_RM011,258,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13911.701,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000258.png
frameadd_gm_rm011_000124_000258_02,GM_RM011,258,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13733.321,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000258.png
frameadd_gm_rm011_000124_000258_03,GM_RM011,258,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12909.535,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000258.png
frameadd_gm_rm011_000124_000259_01,GM_RM011,259,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13588.998,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000259.png
frameadd_gm_rm011_000124_000259_02,GM_RM011,259,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12748.066,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000259.png
frameadd_gm_rm011_000124_000259_03,GM_RM011,259,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12909.457,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000259.png
frameadd_gm_rm011_000125_000261_01,GM_RM011,261,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14140.888,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000261.png
frameadd_gm_rm011_000125_000261_02,GM_RM011,261,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,15669.668,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000261.png
frameadd_gm_rm011_000125_000261_03,GM_RM011,261,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12688.699,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000261.png
frameadd_gm_rm011_000126_000262_01,GM_RM011,262,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13928.77,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000262.png
frameadd_gm_rm011_000126_000262_02,GM_RM011,262,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13911.701,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000262.png
frameadd_gm_rm011_000126_000262_03,GM_RM011,262,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12098.334,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000262.png
frameadd_gm_rm011_000126_000263_01,GM_RM011,263,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,16230.289,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000263.png
frameadd_gm_rm011_000126_000263_02,GM_RM011,263,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13911.701,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000263.png
frameadd_gm_rm011_000126_000263_03,GM_RM011,263,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13580.424,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000263.png
frameadd_gm_rm011_000127_000264_01,GM_RM011,264,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,16191.979,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000264.png
frameadd_gm_rm011_000127_000264_02,GM_RM011,264,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,16191.979,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000264.png
frameadd_gm_rm011_000127_000264_03,GM_RM011,264,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13419.111,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000264.png
frameadd_gm_rm011_000127_000265_01,GM_RM011,265,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,15083.67,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000265.png
frameadd_gm_rm011_000127_000265_02,GM_RM011,265,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,16799.405,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000265.png
frameadd_gm_rm011_000127_000265_03,GM_RM011,265,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14039.036,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000265.png
frameadd_gm_rm011_000128_000266_01,GM_RM011,266,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14612.241,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000266.png
frameadd_gm_rm011_000128_000266_02,GM_RM011,266,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,15495.621,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000266.png
frameadd_gm_rm011_000128_000266_03,GM_RM011,266,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13393.551,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000266.png
frameadd_gm_rm011_000128_000267_01,GM_RM011,267,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14077.339,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000267.png
frameadd_gm_rm011_000128_000267_02,GM_RM011,267,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11924.361,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000267.png
frameadd_gm_rm011_000128_000267_03,GM_RM011,267,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12918.031,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000267.png
frameadd_gm_rm011_000129_000268_01,GM_RM011,268,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12918.031,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000268.png
frameadd_gm_rm011_000129_000268_02,GM_RM011,268,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12909.535,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000268.png
frameadd_gm_rm011_000129_000268_03,GM_RM011,268,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14373.88,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000268.png
frameadd_gm_rm011_000129_000269_01,GM_RM011,269,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,15117.808,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000269.png
frameadd_gm_rm011_000129_000269_02,GM_RM011,269,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13522.856,gm011_blocked,true,false,GM_RM011 waiting object-stream SAR reference,paired correspondence before object stream recovery,current OTY object stream missing,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000269.png
