case_id,gt_id,scene,sar_frame,pool_type,gt_quality_label,gt_scale_valid,dominant_shell_pattern,shell_parts_used,n_atoms,n_vehicle_parts,n_shell_parts,shell_long_axis_span,shell_short_axis_span,shell_to_gt_width_ratio,shell_to_gt_height_ratio,shell_to_gt_area_ratio,gt_scale_compatible,baby_car_risk,shell_physical_interpretation,vehicle_shell_supported,manual_review_needed,posthoc_only,notes
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_02,frameadd_gm_rm011_000121_000252_02,GM_RM011,252,gm011_waiting_object_stream,review_too_large,no,enclosed_shell,SHELL_0344,5,3,1,49.15,40.004,0.5817,0.2097,0.123,uncertain,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_03,frameadd_gm_rm011_000121_000252_03,GM_RM011,252,gm011_waiting_object_stream,review_too_large,no,bilateral_edges,body_block_or_part;side_ridge_or_strip,6,2,0,79.111,26.836,0.9363,0.1329,0.0897,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s253_frameadd_gm_rm011_000121_000253_01,frameadd_gm_rm011_000121_000253_01,GM_RM011,253,gm011_waiting_object_stream,review_too_large,no,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,43.106,26.578,0.4865,0.15,0.0595,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s253_frameadd_gm_rm011_000121_000253_02,frameadd_gm_rm011_000121_000253_02,GM_RM011,253,gm011_waiting_object_stream,good,yes,weak_boundary_shell,body_block_or_part,7,1,0,75.845,43.992,0.9437,0.2512,0.0828,uncertain,no,weak but structured boundary; manual review should check shell continuity.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s253_frameadd_gm_rm011_000121_000253_03,frameadd_gm_rm011_000121_000253_03,GM_RM011,253,gm011_waiting_object_stream,good,yes,bilateral_edges,body_block_or_part;endpoint_or_edge_part,6,2,0,65.717,24.693,0.7593,0.1427,0.0649,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s254_frameadd_gm_rm011_000122_000254_01,frameadd_gm_rm011_000122_000254_01,GM_RM011,254,gm011_waiting_object_stream,review_too_large,no,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,40.344,29.865,0.4775,0.1647,0.0591,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s254_frameadd_gm_rm011_000122_000254_02,frameadd_gm_rm011_000122_000254_02,GM_RM011,254,gm011_waiting_object_stream,good,yes,bilateral_edges,body_block_or_part;side_ridge_or_strip,6,2,0,53.06,46.012,0.6437,0.2509,0.088,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s254_frameadd_gm_rm011_000122_000254_03,frameadd_gm_rm011_000122_000254_03,GM_RM011,254,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,60.713,22.471,0.7186,0.1268,0.043,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s255_frameadd_gm_rm011_000122_000255_01,frameadd_gm_rm011_000122_000255_01,GM_RM011,255,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,30.561,15.063,0.4008,0.0937,0.0247,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s255_frameadd_gm_rm011_000122_000255_02,frameadd_gm_rm011_000122_000255_02,GM_RM011,255,gm011_waiting_object_stream,good,yes,bilateral_edges,SHELL_0353,6,2,1,76.078,42.251,1.0255,0.2595,0.1343,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s255_frameadd_gm_rm011_000122_000255_03,frameadd_gm_rm011_000122_000255_03,GM_RM011,255,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,59.267,23.588,0.7374,0.159,0.0517,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s257_frameadd_gm_rm011_000123_000257_01,frameadd_gm_rm011_000123_000257_01,GM_RM011,257,gm011_waiting_object_stream,good,yes,bilateral_edges,SHELL_0355,6,2,1,38.822,23.276,0.5092,0.1345,0.1157,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s257_frameadd_gm_rm011_000123_000257_02,frameadd_gm_rm011_000123_000257_02,GM_RM011,257,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0356,5,3,1,52.64,44.58,0.655,0.2846,0.1336,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s257_frameadd_gm_rm011_000123_000257_03,frameadd_gm_rm011_000123_000257_03,GM_RM011,257,gm011_waiting_object_stream,good,yes,bilateral_edges,body_block_or_part;endpoint_or_edge_part,6,2,0,57.946,22.766,0.6858,0.1473,0.0629,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s258_frameadd_gm_rm011_000124_000258_01,frameadd_gm_rm011_000124_000258_01,GM_RM011,258,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0358,5,3,1,50.284,23.415,0.581,0.1457,0.119,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s258_frameadd_gm_rm011_000124_000258_02,frameadd_gm_rm011_000124_000258_02,GM_RM011,258,gm011_waiting_object_stream,good,yes,weak_boundary_shell,body_block_or_part,7,1,0,74.659,47.006,0.8626,0.2962,0.0924,uncertain,no,weak but structured boundary; manual review should check shell continuity.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s258_frameadd_gm_rm011_000124_000258_03,frameadd_gm_rm011_000124_000258_03,GM_RM011,258,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0360,5,3,1,58.44,21.655,0.709,0.1383,0.1257,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s259_frameadd_gm_rm011_000124_000259_01,frameadd_gm_rm011_000124_000259_01,GM_RM011,259,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0361,5,3,1,40.057,22.41,0.486,0.1359,0.1133,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s259_frameadd_gm_rm011_000124_000259_02,frameadd_gm_rm011_000124_000259_02,GM_RM011,259,gm011_waiting_object_stream,good,yes,bilateral_edges,SHELL_0362,6,2,1,73.834,40.152,0.9429,0.2466,0.1377,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s259_frameadd_gm_rm011_000124_000259_03,frameadd_gm_rm011_000124_000259_03,GM_RM011,259,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0363,5,3,1,52.543,22.55,0.671,0.1368,0.1297,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s261_frameadd_gm_rm011_000125_000261_01,frameadd_gm_rm011_000125_000261_01,GM_RM011,261,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0364,5,3,1,45.768,32.588,0.6003,0.1757,0.1253,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s261_frameadd_gm_rm011_000125_000261_02,frameadd_gm_rm011_000125_000261_02,GM_RM011,261,gm011_waiting_object_stream,review_too_large,no,weak_boundary_shell,body_block_or_part,7,1,0,75.325,42.751,0.8915,0.2305,0.0777,uncertain,no,weak but structured boundary; manual review should check shell continuity.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s261_frameadd_gm_rm011_000125_000261_03,frameadd_gm_rm011_000125_000261_03,GM_RM011,261,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,SHELL_0366,6,2,1,50.368,24.932,0.6789,0.1458,0.1247,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s262_frameadd_gm_rm011_000126_000262_01,frameadd_gm_rm011_000126_000262_01,GM_RM011,262,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,36.843,22.208,0.447,0.1314,0.034,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s262_frameadd_gm_rm011_000126_000262_02,frameadd_gm_rm011_000126_000262_02,GM_RM011,262,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0368,5,3,1,70.894,25.927,0.8191,0.1613,0.1274,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s262_frameadd_gm_rm011_000126_000262_03,frameadd_gm_rm011_000126_000262_03,GM_RM011,262,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,SHELL_0369,6,2,1,55.101,24.814,0.7227,0.1564,0.1185,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s263_frameadd_gm_rm011_000126_000263_01,frameadd_gm_rm011_000126_000263_01,GM_RM011,263,gm011_waiting_object_stream,review_too_large,no,strip_plus_endpoint,body_block_or_part,7,1,0,39.539,32.216,0.4568,0.1718,0.0435,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s263_frameadd_gm_rm011_000126_000263_02,frameadd_gm_rm011_000126_000263_02,GM_RM011,263,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0371,5,3,1,56.84,24.75,0.6567,0.154,0.1282,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s263_frameadd_gm_rm011_000126_000263_03,frameadd_gm_rm011_000126_000263_03,GM_RM011,263,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,SHELL_0372,6,2,1,49.429,24.04,0.585,0.1496,0.1245,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s264_frameadd_gm_rm011_000127_000264_01,frameadd_gm_rm011_000127_000264_01,GM_RM011,264,gm011_waiting_object_stream,review_too_large,no,strip_plus_endpoint,body_block_or_part,7,1,0,52.415,41.017,0.6204,0.214,0.0689,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s264_frameadd_gm_rm011_000127_000264_02,frameadd_gm_rm011_000127_000264_02,GM_RM011,264,gm011_waiting_object_stream,review_too_large,no,enclosed_shell,SHELL_0374,5,3,1,67.667,23.722,0.8009,0.1238,0.1222,uncertain,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s264_frameadd_gm_rm011_000127_000264_03,frameadd_gm_rm011_000127_000264_03,GM_RM011,264,gm011_waiting_object_stream,good,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,45.102,17.584,0.5472,0.108,0.0642,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s265_frameadd_gm_rm011_000127_000265_01,frameadd_gm_rm011_000127_000265_01,GM_RM011,265,gm011_waiting_object_stream,review_extreme_aspect,no,strip_plus_endpoint,body_block_or_part,7,1,0,50.183,40.82,0.6582,0.2063,0.0716,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s265_frameadd_gm_rm011_000127_000265_02,frameadd_gm_rm011_000127_000265_02,GM_RM011,265,gm011_waiting_object_stream,review_too_large,no,bilateral_edges,SHELL_0377,6,2,1,70.704,24.565,0.7979,0.1296,0.1311,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s265_frameadd_gm_rm011_000127_000265_03,frameadd_gm_rm011_000127_000265_03,GM_RM011,265,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,SHELL_0378,6,2,1,57.46,25.945,0.7338,0.1447,0.1236,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s266_frameadd_gm_rm011_000128_000266_01,frameadd_gm_rm011_000128_000266_01,GM_RM011,266,gm011_waiting_object_stream,review_extreme_aspect,no,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,49.754,33.538,0.6525,0.175,0.0806,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s266_frameadd_gm_rm011_000128_000266_02,frameadd_gm_rm011_000128_000266_02,GM_RM011,266,gm011_waiting_object_stream,review_too_large,no,enclosed_shell,SHELL_0380,5,3,1,41.803,28.494,0.4948,0.1554,0.1204,uncertain,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s266_frameadd_gm_rm011_000128_000266_03,frameadd_gm_rm011_000128_000266_03,GM_RM011,266,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,61.404,27.719,0.7841,0.1621,0.0826,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s267_frameadd_gm_rm011_000128_000267_01,frameadd_gm_rm011_000128_000267_01,GM_RM011,267,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0382,5,3,1,38.109,23.446,0.4742,0.1339,0.1168,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s267_frameadd_gm_rm011_000128_000267_02,frameadd_gm_rm011_000128_000267_02,GM_RM011,267,gm011_waiting_object_stream,review_multi_structure,yes,bilateral_edges,SHELL_0383,6,2,1,48.433,24.199,0.6529,0.1506,0.1282,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s267_frameadd_gm_rm011_000128_000267_03,frameadd_gm_rm011_000128_000267_03,GM_RM011,267,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,65.914,31.553,0.8202,0.1963,0.1047,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s268_frameadd_gm_rm011_000129_000268_01,frameadd_gm_rm011_000129_000268_01,GM_RM011,268,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0385,5,3,1,47.664,21.673,0.5931,0.1348,0.118,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s268_frameadd_gm_rm011_000129_000268_02,frameadd_gm_rm011_000129_000268_02,GM_RM011,268,gm011_waiting_object_stream,review_multi_structure,yes,bilateral_edges,SHELL_0386,6,2,1,46.661,27.355,0.5661,0.1747,0.1238,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s268_frameadd_gm_rm011_000129_000268_03,frameadd_gm_rm011_000129_000268_03,GM_RM011,268,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,6,1,0,77.885,40.913,0.9586,0.2313,0.1438,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s269_frameadd_gm_rm011_000129_000269_01,frameadd_gm_rm011_000129_000269_01,GM_RM011,269,gm011_waiting_object_stream,review_multi_structure,yes,bilateral_edges,SHELL_0388,6,2,1,54.3,33.207,0.6587,0.1811,0.118,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s269_frameadd_gm_rm011_000129_000269_02,frameadd_gm_rm011_000129_000269_02,GM_RM011,269,gm011_waiting_object_stream,review_extreme_aspect,no,bilateral_edges,SHELL_0389,6,2,1,43.89,33.703,0.5962,0.1835,0.1248,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s269_frameadd_gm_rm011_000129_000269_03,frameadd_gm_rm011_000129_000269_03,GM_RM011,269,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,SHELL_0390,6,2,1,65.127,31.212,0.8104,0.1691,0.1297,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s269_saronly_gm_rm011_000269_01,saronly_gm_rm011_000269_01,GM_RM011,269,sar_only,good,yes,strip_plus_endpoint,SHELL_0391,6,2,1,37.947,30.2,0.4977,0.1766,0.1144,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s270_frameadd_gm_rm011_000130_000270_01,frameadd_gm_rm011_000130_000270_01,GM_RM011,270,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0392,5,3,1,42.767,30.07,0.5264,0.172,0.1117,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s270_frameadd_gm_rm011_000130_000270_02,frameadd_gm_rm011_000130_000270_02,GM_RM011,270,gm011_waiting_object_stream,good,yes,bilateral_edges,SHELL_0393,6,2,1,60.437,20.986,0.7718,0.1132,0.1087,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s270_frameadd_gm_rm011_000130_000270_03,frameadd_gm_rm011_000130_000270_03,GM_RM011,270,gm011_waiting_object_stream,good,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,43.516,26.05,0.5707,0.1453,0.0751,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s270_frameadd_gm_rm011_000130_000270_04,frameadd_gm_rm011_000130_000270_04,GM_RM011,270,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,SHELL_0395,6,2,1,67.227,32.235,0.8457,0.1959,0.1419,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s271_frameadd_gm_rm011_000130_000271_01,frameadd_gm_rm011_000130_000271_01,GM_RM011,271,gm011_waiting_object_stream,good,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,66.18,27.482,0.8645,0.1646,0.098,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s271_frameadd_gm_rm011_000130_000271_02,frameadd_gm_rm011_000130_000271_02,GM_RM011,271,gm011_waiting_object_stream,good,yes,weak_boundary_shell,side_ridge_or_strip,7,1,0,50.197,8.304,0.6739,0.0459,0.0173,uncertain,no,weak but structured boundary; manual review should check shell continuity.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s271_frameadd_gm_rm011_000130_000271_03,frameadd_gm_rm011_000130_000271_03,GM_RM011,271,gm011_waiting_object_stream,review_multi_structure,yes,bilateral_edges,SHELL_0398,6,2,1,51.454,22.654,0.6827,0.1364,0.1263,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s271_frameadd_gm_rm011_000130_000271_04,frameadd_gm_rm011_000130_000271_04,GM_RM011,271,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,73.333,33.114,0.9471,0.1869,0.1149,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s272_frameadd_gm_rm011_000131_000272_01,frameadd_gm_rm011_000131_000272_01,GM_RM011,272,gm011_waiting_object_stream,review_multi_structure,yes,enclosed_shell,SHELL_0400,5,3,1,50.099,35.147,0.6078,0.1926,0.118,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s272_frameadd_gm_rm011_000131_000272_02,frameadd_gm_rm011_000131_000272_02,GM_RM011,272,gm011_waiting_object_stream,review_extreme_aspect,no,weak_boundary_shell,body_block_or_part,7,1,0,33.961,23.767,0.4909,0.1373,0.0274,uncertain,no,weak but structured boundary; manual review should check shell continuity.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s272_frameadd_gm_rm011_000131_000272_03,frameadd_gm_rm011_000131_000272_03,GM_RM011,272,gm011_waiting_object_stream,review_multi_structure,yes,enclosed_shell,SHELL_0402,5,3,1,47.968,23.456,0.6466,0.1279,0.1209,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s272_frameadd_gm_rm011_000131_000272_04,frameadd_gm_rm011_000131_000272_04,GM_RM011,272,gm011_waiting_object_stream,review_extreme_aspect,no,strip_plus_endpoint,body_block_or_part,7,1,0,71.385,35.894,0.9472,0.1893,0.1162,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s273_frameadd_gm_rm011_000131_000273_01,frameadd_gm_rm011_000131_000273_01,GM_RM011,273,gm011_waiting_object_stream,review_extreme_aspect,no,bilateral_edges,SHELL_0404,6,2,1,57.635,36.92,0.7473,0.1866,0.1263,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s273_frameadd_gm_rm011_000131_000273_02,frameadd_gm_rm011_000131_000273_02,GM_RM011,273,gm011_waiting_object_stream,good,yes,weak_boundary_shell,body_block_or_part,7,1,0,35.063,19.671,0.4671,0.1067,0.0207,uncertain,no,weak but structured boundary; manual review should check shell continuity.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
