case_id,proxy_name,proxy_available,proxy_value_or_label,evidence_summary,vehicle_shell_supported,main_failure_reason,manual_review_needed,notes
PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0008,endpoint_or_corner_reflector_proxy,yes,edge_atoms=24,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0008,far_side_weak_return_proxy,yes,secondary_ratio=0.5792,secondary component is smaller than dominant component; physical far-side not asserted,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0008,discontinuous_aligned_edges_proxy,yes,alignment_ratio=2.294,support-wide atoms are elongated under fixed PCA proxy,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0008,strip_plus_corner_composition_proxy,yes,shape=shell_like; edge_atoms=24,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0008,multi_peak_enclosed_shell_proxy,yes,atoms=80; components=276; spread=348x403,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0008,block_like_vehicle_body_proxy,yes,shell_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0008,range_spread_with_core_proxy,yes,range_extent=65.028; area=3270,range spread with non-trivial core component,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0008,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=7,aggregate of fixed support-wide shell/body proxies,uncertain,insufficient support-wide proxy agreement,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0008,dominant_side_ridge_proxy,yes,shell_like,dominant_shape=shell_like; range_extent=55.801,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0008,facing_side_hotspot_proxy,yes,atoms=80,80 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0008,endpoint_or_corner_reflector_proxy,yes,edge_atoms=25,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0008,far_side_weak_return_proxy,yes,secondary_ratio=0.6396,secondary component is smaller than dominant component; physical far-side not asserted,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0008,discontinuous_aligned_edges_proxy,yes,alignment_ratio=2.2114,support-wide atoms are elongated under fixed PCA proxy,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0008,strip_plus_corner_composition_proxy,yes,shape=shell_like; edge_atoms=25,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0008,multi_peak_enclosed_shell_proxy,yes,atoms=80; components=292; spread=354x315,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0008,block_like_vehicle_body_proxy,yes,shell_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0008,range_spread_with_core_proxy,yes,range_extent=55.801; area=3160,range spread with non-trivial core component,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0008,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=6,aggregate of fixed support-wide shell/body proxies,uncertain,insufficient support-wide proxy agreement,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0008,dominant_side_ridge_proxy,yes,shell_like,dominant_shape=shell_like; range_extent=61.036,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0008,facing_side_hotspot_proxy,yes,atoms=80,80 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0008,endpoint_or_corner_reflector_proxy,yes,edge_atoms=29,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0008,far_side_weak_return_proxy,yes,secondary_ratio=0.6357,secondary component is smaller than dominant component; physical far-side not asserted,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0008,discontinuous_aligned_edges_proxy,yes,alignment_ratio=2.3929,support-wide atoms are elongated under fixed PCA proxy,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0008,strip_plus_corner_composition_proxy,yes,shape=shell_like; edge_atoms=29,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0008,multi_peak_enclosed_shell_proxy,yes,atoms=80; components=279; spread=361x411,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0008,block_like_vehicle_body_proxy,yes,shell_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0008,range_spread_with_core_proxy,yes,range_extent=61.036; area=3214,range spread with non-trivial core component,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0008,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=7,aggregate of fixed support-wide shell/body proxies,uncertain,insufficient support-wide proxy agreement,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0008,dominant_side_ridge_proxy,yes,block_like,dominant_shape=block_like; range_extent=56.888,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0008,facing_side_hotspot_proxy,yes,atoms=80,80 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0008,endpoint_or_corner_reflector_proxy,yes,edge_atoms=27,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0008,far_side_weak_return_proxy,yes,secondary_ratio=0.6643,secondary component is smaller than dominant component; physical far-side not asserted,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0008,discontinuous_aligned_edges_proxy,yes,alignment_ratio=1.9273,support-wide atoms are elongated under fixed PCA proxy,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0008,strip_plus_corner_composition_proxy,yes,shape=block_like; edge_atoms=27,strip/shell component plus endpoint/corner atom proxy,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0008,multi_peak_enclosed_shell_proxy,yes,atoms=80; components=267; spread=438x411,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0008,block_like_vehicle_body_proxy,yes,block_like,dominant component is block_like under fixed fill-ratio heuristic,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0008,range_spread_with_core_proxy,yes,range_extent=56.888; area=3101,range spread with non-trivial core component,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0008,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=5,aggregate of fixed support-wide shell/body proxies,uncertain,insufficient support-wide proxy agreement,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0008,dominant_side_ridge_proxy,yes,block_like,dominant_shape=block_like; range_extent=55.699,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0008,facing_side_hotspot_proxy,yes,atoms=80,80 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0008,endpoint_or_corner_reflector_proxy,yes,edge_atoms=23,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0008,far_side_weak_return_proxy,yes,secondary_ratio=0.6288,secondary component is smaller than dominant component; physical far-side not asserted,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0008,discontinuous_aligned_edges_proxy,yes,alignment_ratio=2.1676,support-wide atoms are elongated under fixed PCA proxy,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0008,strip_plus_corner_composition_proxy,yes,shape=block_like; edge_atoms=23,strip/shell component plus endpoint/corner atom proxy,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0008,multi_peak_enclosed_shell_proxy,yes,atoms=80; components=308; spread=437x409,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0008,block_like_vehicle_body_proxy,yes,block_like,dominant component is block_like under fixed fill-ratio heuristic,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0008,range_spread_with_core_proxy,yes,range_extent=55.699; area=3292,range spread with non-trivial core component,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0008,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=5,aggregate of fixed support-wide shell/body proxies,uncertain,insufficient support-wide proxy agreement,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0008,dominant_side_ridge_proxy,yes,shell_like,dominant_shape=shell_like; range_extent=64.295,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0008,facing_side_hotspot_proxy,yes,atoms=80,80 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0008,endpoint_or_corner_reflector_proxy,yes,edge_atoms=25,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0008,far_side_weak_return_proxy,yes,secondary_ratio=0.5823,secondary component is smaller than dominant component; physical far-side not asserted,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0008,discontinuous_aligned_edges_proxy,yes,alignment_ratio=2.2879,support-wide atoms are elongated under fixed PCA proxy,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0008,strip_plus_corner_composition_proxy,yes,shape=shell_like; edge_atoms=25,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0008,multi_peak_enclosed_shell_proxy,yes,atoms=80; components=278; spread=441x408,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0008,block_like_vehicle_body_proxy,yes,shell_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0008,range_spread_with_core_proxy,yes,range_extent=64.295; area=3419,range spread with non-trivial core component,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0008,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=7,aggregate of fixed support-wide shell/body proxies,uncertain,insufficient support-wide proxy agreement,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0008,dominant_side_ridge_proxy,yes,shell_like,dominant_shape=shell_like; range_extent=85.243,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0008,facing_side_hotspot_proxy,yes,atoms=80,80 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0008,endpoint_or_corner_reflector_proxy,yes,edge_atoms=25,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0008,far_side_weak_return_proxy,yes,secondary_ratio=0.5715,secondary component is smaller than dominant component; physical far-side not asserted,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0008,discontinuous_aligned_edges_proxy,yes,alignment_ratio=2.2124,support-wide atoms are elongated under fixed PCA proxy,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0008,strip_plus_corner_composition_proxy,yes,shape=shell_like; edge_atoms=25,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0008,multi_peak_enclosed_shell_proxy,yes,atoms=80; components=309; spread=440x403,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0008,block_like_vehicle_body_proxy,yes,shell_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0008,range_spread_with_core_proxy,yes,range_extent=85.243; area=3550,range spread with non-trivial core component,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0008,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=7,aggregate of fixed support-wide shell/body proxies,uncertain,insufficient support-wide proxy agreement,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0008,dominant_side_ridge_proxy,yes,shell_like,dominant_shape=shell_like; range_extent=74.914,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0008,facing_side_hotspot_proxy,yes,atoms=80,80 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0008,endpoint_or_corner_reflector_proxy,yes,edge_atoms=29,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0008,far_side_weak_return_proxy,yes,secondary_ratio=0.5543,secondary component is smaller than dominant component; physical far-side not asserted,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0008,discontinuous_aligned_edges_proxy,yes,alignment_ratio=1.7816,support-wide atoms are elongated under fixed PCA proxy,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0008,strip_plus_corner_composition_proxy,yes,shape=shell_like; edge_atoms=29,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0008,multi_peak_enclosed_shell_proxy,yes,atoms=80; components=268; spread=438x402,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0008,block_like_vehicle_body_proxy,yes,shell_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0008,range_spread_with_core_proxy,yes,range_extent=74.914; area=3386,range spread with non-trivial core component,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0008,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=7,aggregate of fixed support-wide shell/body proxies,uncertain,insufficient support-wide proxy agreement,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0008,dominant_side_ridge_proxy,yes,shell_like,dominant_shape=shell_like; range_extent=64.163,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0008,facing_side_hotspot_proxy,yes,atoms=80,80 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0008,endpoint_or_corner_reflector_proxy,yes,edge_atoms=27,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0008,far_side_weak_return_proxy,yes,secondary_ratio=0.7736,secondary component is smaller than dominant component; physical far-side not asserted,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0008,discontinuous_aligned_edges_proxy,yes,alignment_ratio=1.7152,support-wide atoms are elongated under fixed PCA proxy,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0008,strip_plus_corner_composition_proxy,yes,shape=shell_like; edge_atoms=27,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0008,multi_peak_enclosed_shell_proxy,yes,atoms=80; components=286; spread=450x411,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0008,block_like_vehicle_body_proxy,yes,shell_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0008,range_spread_with_core_proxy,yes,range_extent=64.163; area=3193,range spread with non-trivial core component,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0008,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=6,aggregate of fixed support-wide shell/body proxies,uncertain,insufficient support-wide proxy agreement,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0008,dominant_side_ridge_proxy,yes,shell_like,dominant_shape=shell_like; range_extent=68.542,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0008,facing_side_hotspot_proxy,yes,atoms=80,80 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0008,endpoint_or_corner_reflector_proxy,yes,edge_atoms=26,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0008,far_side_weak_return_proxy,yes,secondary_ratio=0.8671,secondary component is smaller than dominant component; physical far-side not asserted,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0008,discontinuous_aligned_edges_proxy,yes,alignment_ratio=2.0486,support-wide atoms are elongated under fixed PCA proxy,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0008,strip_plus_corner_composition_proxy,yes,shape=shell_like; edge_atoms=26,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0008,multi_peak_enclosed_shell_proxy,yes,atoms=80; components=270; spread=443x410,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0008,block_like_vehicle_body_proxy,yes,shell_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0008,range_spread_with_core_proxy,yes,range_extent=68.542; area=2687,range spread with non-trivial core component,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0008,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=6,aggregate of fixed support-wide shell/body proxies,uncertain,insufficient support-wide proxy agreement,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0008,dominant_side_ridge_proxy,yes,shell_like,dominant_shape=shell_like; range_extent=69.675,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0008,facing_side_hotspot_proxy,yes,atoms=80,80 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0008,endpoint_or_corner_reflector_proxy,yes,edge_atoms=27,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0008,far_side_weak_return_proxy,yes,secondary_ratio=0.8997,secondary component is smaller than dominant component; physical far-side not asserted,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0008,discontinuous_aligned_edges_proxy,yes,alignment_ratio=1.4885,support-wide atoms are elongated under fixed PCA proxy,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0008,strip_plus_corner_composition_proxy,yes,shape=shell_like; edge_atoms=27,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0008,multi_peak_enclosed_shell_proxy,yes,atoms=80; components=283; spread=446x421,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
